year,school,conference,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offence,ppg_defence,SRS,SOS,ap_pre,ap_high,ap_post,notes
2012,Georgia Tech,ACC (Coastal),7,7,.500,5,3,.625,33.6,28.3,5.18,2.89,,,,
2012,Virginia Tech,ACC (Coastal),7,6,.538,4,4,.500,25.1,22.8,3.13,2.21,16,13,,
2012,Duke,ACC (Coastal),6,7,.462,3,5,.375,31.5,36.0,-0.28,1.72,,,,
2012,Virginia,ACC (Coastal),4,8,.333,2,6,.250,22.8,28.9,-3.84,0.99,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Kansas State,Big 12,11,2,.846,8,1,.889,38.8,22.2,16.92,5.30,22,2,12,
2012,Oklahoma,Big 12,10,3,.769,8,1,.889,38.2,25.5,14.32,6.17,4,4,15,
2012,Texas,Big 12,9,4,.692,5,4,.556,35.7,29.2,11.18,5.57,15,11,19,
2012,Oklahoma State,Big 12,8,5,.615,5,4,.556,45.7,28.2,13.50,4.96,19,18,,
2012,Baylor,Big 12,8,5,.615,4,5,.444,44.5,37.2,11.22,5.07,,25,,
2012,Texas Tech,Big 12,8,5,.615,4,5,.444,37.5,31.8,6.33,3.02,,15,,
2012,Texas Christian,Big 12,7,6,.538,4,5,.444,28.3,22.6,7.49,4.87,20,15,,
2012,West Virginia,Big 12,7,6,.538,4,5,.444,39.5,38.1,4.03,4.34,11,5,,
2012,Iowa State,Big 12,6,7,.462,3,6,.333,24.5,23.9,5.40,5.48,,,,
2012,Kansas,Big 12,1,11,.083,0,9,.000,18.3,36.1,-6.70,6.22,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Louisville,Big East,11,2,.846,5,2,.714,31.2,23.8,5.88,-1.96,25,11,13,
2012,Cincinnati,Big East,10,3,.769,5,2,.714,32.3,18.5,8.71,-3.37,,21,,
2012,Rutgers,Big East,9,4,.692,5,2,.714,21.5,14.2,3.91,-2.55,,18,,
2012,Syracuse,Big East,8,5,.615,5,2,.714,30.0,24.8,6.27,0.81,,,,
2012,Pitt,Big East,6,7,.462,3,4,.429,26.6,21.1,2.05,-0.64,,,,
2012,Connecticut,Big East,5,7,.417,2,5,.286,17.8,19.8,-5.35,-2.60,,,,
2012,Temple,Big East,4,7,.364,2,5,.286,24.7,31.2,-7.52,-1.15,,,,
2012,South Florida,Big East,3,9,.250,1,6,.143,20.6,27.4,-6.13,0.79,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Wisconsin,Big Ten (Leaders),8,6,.571,4,4,.500,29.6,19.1,9.77,2.91,12,12,,
2012,Ohio State,Big Ten (Leaders),12,0,1.000,8,0,1.000,37.2,22.8,13.81,0.89,18,3,3,
2012,Penn State,Big Ten (Leaders),8,4,.667,6,2,.750,29.1,19.1,9.70,0.53,,,,
2012,Purdue,Big Ten (Leaders),6,7,.462,3,5,.375,28.7,31.2,-1.58,0.96,,,,
2012,Indiana,Big Ten (Leaders),4,8,.333,2,6,.250,30.8,35.3,-5.53,-0.61,,,,
2012,Illinois,Big Ten (Leaders),2,10,.167,0,8,.000,16.7,32.1,-10.35,2.56,,,,
2012,Nebraska,Big Ten (Legends),10,4,.714,7,1,.875,34.8,27.6,9.79,4.22,17,14,25,
2012,Michigan,Big Ten (Legends),8,5,.615,6,2,.750,29.8,19.8,10.01,3.85,8,8,24,
2012,Northwestern,Big Ten (Legends),10,3,.769,5,3,.625,31.7,22.5,8.97,0.97,,17,17,
2012,Michigan State,Big Ten (Legends),7,6,.538,3,5,.375,20.0,16.3,6.21,3.75,13,10,,
2012,Minnesota,Big Ten (Legends),6,7,.462,2,6,.250,22.1,24.7,-3.25,0.13,,,,
2012,Iowa,Big Ten (Legends),4,8,.333,2,6,.250,19.3,22.9,-2.62,1.63,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,UCF,CUSA (East),10,4,.714,7,1,.875,35.4,22.1,6.65,-3.78,,,,
2012,East Carolina,CUSA (East),8,5,.615,7,1,.875,31.5,31.6,-4.23,-4.92,,,,
2012,Marshall,CUSA (East),5,7,.417,4,4,.500,40.9,43.1,-6.04,-4.87,,,,
2012,Memphis,CUSA (East),4,8,.333,4,4,.500,24.4,30.3,-11.09,-5.34,,,,
2012,UAB,CUSA (East),3,9,.250,2,6,.250,28.3,37.5,-11.66,-3.07,,,,
2012,Southern Mississippi,CUSA (East),0,12,.000,0,8,.000,19.7,37.8,-18.04,-1.29,,,,
2012,Tulsa,CUSA (West),11,3,.786,7,1,.875,34.7,23.6,6.24,-2.34,,,,
2012,SMU,CUSA (West),7,6,.538,5,3,.625,31.0,25.7,1.64,-1.59,,,,
2012,Rice,CUSA (West),7,6,.538,4,4,.500,31.8,30.5,-3.52,-4.83,,,,
2012,Houston,CUSA (West),5,7,.417,4,4,.500,32.4,36.0,-5.54,-3.54,,,,
2012,UTEP,CUSA (West),3,9,.250,2,6,.250,21.2,29.8,-9.29,-1.46,,,,
2012,Tulane,CUSA (West),2,10,.167,2,6,.250,21.4,38.4,-14.23,-1.81,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Notre Dame,Ind,12,1,.923,,,,25.8,12.8,16.98,6.14,,1,4,record adjusted to 0-1-0 by NCAA
2012,BYU,Ind,8,5,.615,,,,28.7,14.0,8.77,-0.61,,25,,
2012,Navy,Ind,8,5,.615,,,,25.0,25.7,-1.76,-2.61,,,,
2012,Army,Ind,2,10,.167,,,,24.3,35.3,-14.23,-4.23,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Kent State,MAC (East),11,3,.786,8,0,1.000,33.1,24.5,2.75,-6.39,,18,,
2012,Bowling Green,MAC (East),8,5,.615,6,2,.750,22.9,16.8,-0.27,-6.11,,,,
2012,Ohio,MAC (East),9,4,.692,4,4,.500,31.7,24.8,-2.75,-8.06,,23,,
2012,Buffalo,MAC (East),4,8,.333,3,5,.375,21.3,28.5,-8.78,-3.36,,,,
2012,Miami (OH),MAC (East),4,8,.333,3,5,.375,23.3,34.9,-11.70,-3.45,,,,
2012,Massachusetts,MAC (East),1,11,.083,1,7,.125,12.7,40.2,-20.97,-3.55,,,,
2012,Akron,MAC (East),1,11,.083,0,8,.000,26.1,35.7,-15.31,-4.31,,,,
2012,Northern Illinois,MAC (West),12,2,.857,8,0,1.000,38.6,19.9,4.64,-7.50,,16,22,
2012,Ball State,MAC (West),9,4,.692,6,2,.750,33.6,32.0,-1.60,-3.52,,,,
2012,Toledo,MAC (West),9,4,.692,6,2,.750,31.5,28.4,-0.18,-4.18,,23,,
2012,Central Michigan,MAC (West),7,6,.538,4,4,.500,28.8,32.4,-7.91,-6.76,,,,
2012,Western Michigan,MAC (West),4,8,.333,2,6,.250,29.3,29.7,-9.54,-7.04,,,,
2012,Eastern Michigan,MAC (West),2,10,.167,1,7,.125,21.3,37.6,-16.61,-3.45,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Boise State,MWC,11,2,.846,7,1,.875,30.2,15.8,7.85,-5.08,24,18,18,
2012,Fresno State,MWC,9,4,.692,7,1,.875,37.9,23.8,6.33,-3.51,,,,
2012,San Diego State,MWC,9,4,.692,7,1,.875,32.8,24.4,2.69,-4.46,,,,
2012,Air Force,MWC,6,7,.462,5,3,.625,27.4,29.0,-7.35,-6.35,,,,
2012,Nevada,MWC,7,6,.538,4,4,.500,37.8,33.8,-3.60,-4.76,,,,
2012,Colorado State,MWC,4,8,.333,3,5,.375,21.2,30.3,-12.54,-4.21,,,,
2012,Wyoming,MWC,4,8,.333,3,5,.375,26.8,33.4,-10.78,-4.53,,,,
2012,Nevada-Las Vegas,MWC,2,11,.154,2,6,.250,22.0,32.6,-14.57,-4.42,,,,
2012,New Mexico,MWC,4,9,.308,1,7,.125,25.8,30.2,-9.91,-5.76,,,,
2012,Hawaii,MWC,3,9,.250,1,7,.125,21.2,35.7,-13.75,-3.66,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Stanford,Pac-12 (North),12,2,.857,8,1,.889,27.9,17.2,15.58,6.58,21,7,7,
2012,Oregon,Pac-12 (North),12,1,.923,8,1,.889,49.6,21.6,23.43,4.05,5,1,2,
2012,Oregon State,Pac-12 (North),9,4,.692,6,3,.667,32.5,20.6,12.14,6.06,,7,20,
2012,Washington,Pac-12 (North),7,6,.538,5,4,.556,24.0,24.2,4.90,4.75,,23,,
2012,California,Pac-12 (North),3,9,.250,2,7,.222,23.0,33.1,-0.65,6.10,,,,
2012,Washington State,Pac-12 (North),3,9,.250,1,8,.111,20.4,33.7,-6.89,3.36,,,,
2012,UCLA,Pac-12 (South),9,5,.643,6,3,.667,34.4,27.6,8.75,4.75,,15,,
2012,Arizona State,Pac-12 (South),8,5,.615,5,4,.556,38.4,24.3,9.00,1.77,,,,
2012,USC,Pac-12 (South),7,6,.538,5,4,.556,32.1,24.3,10.53,5.76,1,1,,
2012,Arizona,Pac-12 (South),8,5,.615,4,5,.444,38.2,35.3,9.38,5.15,,22,,
2012,Utah,Pac-12 (South),5,7,.417,3,6,.333,26.7,25.1,2.51,3.09,,,,
2012,Colorado,Pac-12 (South),1,11,.083,1,8,.111,17.8,46.0,-12.66,4.51,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Georgia,SEC (East),12,2,.857,7,1,.875,37.8,19.6,17.93,4.21,6,3,5,
2012,Florida,SEC (East),11,2,.846,7,1,.875,26.5,14.5,17.35,6.82,23,3,9,
2012,South Carolina,SEC (East),11,2,.846,6,2,.750,31.5,18.2,15.97,4.51,9,3,8,
2012,Vanderbilt,SEC (East),9,4,.692,5,3,.625,30.0,18.7,9.88,2.26,,23,23,
2012,Missouri,SEC (East),5,7,.417,2,6,.250,25.8,28.4,5.54,9.12,,,,
2012,Tennessee,SEC (East),5,7,.417,1,7,.125,36.2,35.7,4.07,4.82,,23,,
2012,Kentucky,SEC (East),2,10,.167,0,8,.000,17.9,31.0,-5.29,5.79,,,,
2012,Alabama,SEC (West),13,1,.929,7,1,.875,38.7,10.9,24.51,5.51,2,1,1,
2012,Texas A&M,SEC (West),11,2,.846,6,2,.750,44.5,21.8,20.05,5.13,,5,5,
2012,LSU,SEC (West),10,3,.769,6,2,.750,29.8,17.5,14.76,5.45,3,2,14,record adjusted to 0-2-0 by NCAA
2012,Mississippi State,SEC (West),8,5,.615,4,4,.500,29.5,23.3,6.15,2.99,,13,,
2012,Ole Miss,SEC (West),7,6,.538,3,5,.375,31.5,27.6,8.43,5.20,,,,record adjusted to 0-6-0 by NCAA
2012,Arkansas,SEC (West),4,8,.333,2,6,.250,23.5,30.4,2.40,6.40,10,8,,
2012,Auburn,SEC (West),3,9,.250,0,8,.000,18.7,28.3,-0.92,6.91,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Arkansas State,Sun Belt,10,3,.769,7,1,.875,34.9,24.5,4.94,-2.22,,,,
2012,Louisiana,Sun Belt,9,4,.692,6,2,.750,35.5,28.1,3.45,-3.63,,,,record adjusted to 5-4-0 by NCAA
2012,Middle Tennessee State,Sun Belt,8,4,.667,6,2,.750,26.6,28.0,-2.45,-4.95,,,,
2012,Louisiana-Monroe,Sun Belt,8,5,.615,6,2,.750,33.8,29.2,-0.03,-3.27,,,,
2012,Western Kentucky,Sun Belt,7,6,.538,4,4,.500,28.2,25.5,-1.50,-3.73,,,,
2012,Troy,Sun Belt,5,7,.417,3,5,.375,30.6,30.5,-3.45,-3.45,,,,
2012,North Texas,Sun Belt,4,8,.333,3,5,.375,20.9,27.8,-8.41,-1.24,,,,
2012,Florida Atlantic,Sun Belt,3,9,.250,2,6,.250,20.5,30.8,-9.83,-1.08,,,,
2012,Florida International,Sun Belt,3,9,.250,2,6,.250,25.0,31.7,-9.10,-2.27,,,,
2012,South Alabama,Sun Belt,2,11,.154,1,7,.125,18.5,29.5,-15.26,-4.26,,,,
2012,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2012,Utah State,WAC,11,2,.846,6,0,1.000,34.9,15.4,10.71,-4.68,,16,16,
2012,San Jose State,WAC,11,2,.846,5,1,.833,34.8,21.3,7.90,-3.02,,21,21,
2012,Louisiana Tech,WAC,9,3,.750,4,2,.667,51.5,38.5,6.33,-4.26,,19,,
2012,UTSA,WAC,8,4,.667,3,3,.500,31.2,28.8,-7.49,-8.83,,,,
2012,Texas State,WAC,4,8,.333,2,4,.333,28.6,33.5,-8.03,-4.19,,,,
2012,Idaho,WAC,1,11,.083,1,5,.167,15.8,42.4,-17.38,-0.79,,,,
2012,New Mexico State,WAC,1,11,.083,0,6,.000,18.7,39.4,-19.00,-3.25,,,,
2013,Florida State,ACC (Atlantic),14,0,1.000,8,0,1.000,51.6,12.1,23.36,1.29,11,1,1,
2013,Clemson,ACC (Atlantic),11,2,.846,7,1,.875,40.2,22.2,14.98,3.06,8,3,8,
2013,Boston College,ACC (Atlantic),7,6,.538,4,4,.500,27.7,28.9,1.28,2.20,,,,
2013,Syracuse,ACC (Atlantic),7,6,.538,4,4,.500,22.7,25.4,2.81,2.88,,,,
2013,Maryland,ACC (Atlantic),7,6,.538,3,5,.375,26.2,25.3,0.64,-0.97,,25,,
2013,Wake Forest,ACC (Atlantic),4,8,.333,2,6,.250,18.3,24.1,0.00,2.17,,,,
2013,North Carolina State,ACC (Atlantic),3,9,.250,0,8,.000,22.8,30.2,-5.66,1.59,,,,
2013,Duke,ACC (Coastal),10,4,.714,6,2,.750,32.8,26.6,7.86,2.36,,20,23,
2013,Miami (FL),ACC (Coastal),9,4,.692,5,3,.625,33.8,26.8,6.59,2.51,,7,,
2013,Virginia Tech,ACC (Coastal),8,5,.615,5,3,.625,22.5,19.3,6.41,4.49,,16,,
2013,Georgia Tech,ACC (Coastal),7,6,.538,5,3,.625,35.1,22.8,7.21,3.67,,,,
2013,North Carolina,ACC (Coastal),7,6,.538,4,4,.500,32.7,24.5,6.22,1.91,,,,
2013,Pitt,ACC (Coastal),7,6,.538,3,5,.375,26.3,27.2,3.72,3.49,,,,
2013,Virginia,ACC (Coastal),2,10,.167,0,8,.000,19.8,33.3,-4.94,6.06,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,UCF,American,12,1,.923,8,0,1.000,34.6,21.3,8.42,-2.96,,10,10,
2013,Louisville,American,12,1,.923,7,1,.875,35.2,12.2,9.99,-5.85,9,7,15,
2013,Cincinnati,American,9,4,.692,6,2,.750,32.1,21.0,0.41,-6.90,,,,
2013,Houston,American,8,5,.615,5,3,.625,33.2,21.8,4.93,-1.92,,,,
2013,SMU,American,5,7,.417,4,4,.500,26.8,33.3,-7.44,-2.44,,,,
2013,Rutgers,American,6,7,.462,3,5,.375,26.5,29.8,-5.68,-3.37,,,,
2013,Connecticut,American,3,9,.250,3,5,.375,20.6,30.3,-11.97,-2.97,,,,
2013,South Florida,American,2,10,.167,2,6,.250,13.8,28.6,-13.56,-0.47,,,,
2013,Memphis,American,3,9,.250,1,7,.125,19.5,24.6,-7.41,-2.66,,,,
2013,Temple,American,2,10,.167,1,7,.125,24.9,29.8,-10.30,-3.80,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Baylor,Big 12,11,2,.846,8,1,.889,52.4,23.5,16.87,1.87,,3,13,
2013,Oklahoma,Big 12,11,2,.846,7,2,.778,32.8,22.1,13.19,4.12,16,6,6,
2013,Oklahoma State,Big 12,10,3,.769,7,2,.778,39.1,21.6,16.83,3.76,13,6,17,
2013,Texas,Big 12,8,5,.615,7,2,.778,29.3,25.8,7.45,5.45,15,15,,
2013,Kansas State,Big 12,8,5,.615,5,4,.556,33.2,22.9,10.01,1.09,,,,
2013,Texas Tech,Big 12,8,5,.615,4,5,.444,35.8,30.5,5.32,2.71,,10,,
2013,Texas Christian,Big 12,4,8,.333,2,7,.222,25.1,25.3,1.94,3.85,20,20,,
2013,West Virginia,Big 12,4,8,.333,2,7,.222,26.3,33.3,-3.74,2.10,,,,
2013,Iowa State,Big 12,3,9,.250,2,7,.222,24.8,36.0,-3.57,3.34,,,,
2013,Kansas,Big 12,3,9,.250,1,8,.111,15.3,31.8,-8.58,2.84,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Ohio State,Big Ten (Leaders),12,2,.857,8,0,1.000,45.5,22.6,15.65,1.43,2,2,12,
2013,Wisconsin,Big Ten (Leaders),9,4,.692,6,2,.750,34.8,16.3,14.20,2.28,23,14,22,
2013,Penn State,Big Ten (Leaders),7,5,.583,4,4,.500,28.7,26.2,3.40,1.07,,,,
2013,Indiana,Big Ten (Leaders),5,7,.417,3,5,.375,38.4,38.8,4.41,4.74,,,,
2013,Illinois,Big Ten (Leaders),4,8,.333,1,7,.125,29.7,35.4,-3.86,1.98,,,,
2013,Purdue,Big Ten (Leaders),1,11,.083,0,8,.000,14.9,38.0,-12.43,4.98,,,,
2013,Michigan State,Big Ten (Legends),13,1,.929,8,0,1.000,29.4,13.2,14.74,0.67,,3,3,
2013,Nebraska,Big Ten (Legends),9,4,.692,5,3,.625,31.9,24.8,5.22,0.45,18,18,,
2013,Iowa,Big Ten (Legends),8,5,.615,5,3,.625,26.3,18.9,7.31,2.31,,,,
2013,Minnesota,Big Ten (Legends),8,5,.615,4,4,.500,25.7,22.2,5.27,1.35,,,,
2013,Michigan,Big Ten (Legends),7,6,.538,3,5,.375,32.2,26.8,5.53,3.30,17,11,,
2013,Northwestern,Big Ten (Legends),5,7,.417,1,7,.125,26.2,27.1,1.20,2.03,22,16,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Marshall,CUSA (East),10,4,.714,7,1,.875,42.1,22.9,3.07,-8.21,,,,
2013,East Carolina,CUSA (East),10,3,.769,6,2,.750,40.2,24.8,4.30,-7.17,,,,
2013,Middle Tennessee State,CUSA (East),8,5,.615,6,2,.750,29.0,26.2,-3.71,-5.63,,,,
2013,Florida Atlantic,CUSA (East),6,6,.500,4,4,.500,26.4,22.3,-3.53,-5.62,,,,
2013,UAB,CUSA (East),2,10,.167,1,7,.125,26.3,43.8,-15.82,-3.74,,,,
2013,Florida International,CUSA (East),1,11,.083,1,7,.125,9.8,37.0,-23.53,-5.53,,,,
2013,Southern Mississippi,CUSA (East),1,11,.083,1,7,.125,17.1,41.9,-21.13,-4.55,,,,
2013,Rice,CUSA (West),10,4,.714,7,1,.875,29.6,24.4,0.15,-4.78,,,,
2013,North Texas,CUSA (West),9,4,.692,6,2,.750,31.8,17.8,3.05,-6.95,,,,
2013,UTSA,CUSA (West),7,5,.583,6,2,.750,25.6,26.3,-3.01,-3.18,,,,
2013,Tulane,CUSA (West),7,6,.538,5,3,.625,24.8,21.4,-3.22,-5.22,,,,
2013,Louisiana Tech,CUSA (West),4,8,.333,3,5,.375,19.2,26.3,-15.66,-9.91,,,,
2013,Tulsa,CUSA (West),3,9,.250,2,6,.250,21.1,33.9,-11.77,-1.27,,,,
2013,UTEP,CUSA (West),2,10,.167,1,7,.125,21.8,39.3,-18.17,-6.50,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Navy,Ind,9,4,.692,,,,33.5,24.4,4.26,-2.89,,,,
2013,Notre Dame,Ind,9,4,.692,,,,27.2,22.4,9.50,4.50,14,14,20,record adjusted to 0-4-0 by NCAA
2013,BYU,Ind,8,5,.615,,,,30.2,22.1,10.23,3.77,,,,
2013,Army,Ind,3,9,.250,,,,24.4,31.6,-12.36,-5.27,,,,
2013,New Mexico State,Ind,2,10,.167,,,,20.9,44.6,-19.36,-3.77,,,,
2013,Idaho,Ind,1,11,.083,,,,18.2,46.8,-19.30,-1.30,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Bowling Green,MAC (East),10,4,.714,7,1,.875,34.8,15.9,4.89,-7.18,,,,
2013,Buffalo,MAC (East),8,5,.615,6,2,.750,30.3,24.4,-1.48,-7.33,,,,
2013,Ohio,MAC (East),7,6,.538,4,4,.500,27.4,27.5,-5.77,-6.85,,,,
2013,Akron,MAC (East),5,7,.417,4,4,.500,20.2,28.6,-9.86,-4.28,,,,
2013,Kent State,MAC (East),4,8,.333,3,5,.375,20.8,26.9,-9.60,-4.02,,,,
2013,Massachusetts,MAC (East),1,11,.083,1,7,.125,11.7,33.0,-20.40,-3.82,,,,
2013,Miami (OH),MAC (East),0,12,.000,0,8,.000,9.8,35.7,-23.48,-4.65,,,,
2013,Northern Illinois,MAC (West),12,2,.857,8,0,1.000,39.6,25.1,3.56,-8.51,,16,,
2013,Ball State,MAC (West),10,3,.769,7,1,.875,38.5,24.7,2.29,-9.55,,,,
2013,Toledo,MAC (West),7,5,.583,5,3,.625,33.0,28.6,-0.03,-3.36,,,,
2013,Central Michigan,MAC (West),6,6,.500,5,3,.625,23.3,28.6,-11.97,-8.72,,,,
2013,Eastern Michigan,MAC (West),2,10,.167,1,7,.125,18.8,45.2,-22.84,-4.75,,,,
2013,Western Michigan,MAC (West),1,11,.083,1,7,.125,17.2,35.4,-19.16,-4.33,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Utah State,MWC (Mountain),9,5,.643,7,1,.875,31.8,17.1,6.70,-2.02,,,,
2013,Boise State,MWC (Mountain),8,5,.615,6,2,.750,37.5,24.8,3.88,-2.89,19,19,,
2013,Colorado State,MWC (Mountain),8,6,.571,5,3,.625,36.2,29.8,-0.23,-4.81,,,,
2013,Wyoming,MWC (Mountain),5,7,.417,3,5,.375,31.3,36.7,-9.36,-5.61,,,,
2013,New Mexico,MWC (Mountain),3,9,.250,1,7,.125,32.8,42.8,-14.10,-4.52,,,,
2013,Air Force,MWC (Mountain),2,10,.167,0,8,.000,24.7,40.0,-14.88,-3.22,,,,
2013,Fresno State,MWC (West),11,2,.846,7,1,.875,43.4,30.3,5.04,-5.04,,15,,
2013,San Diego State,MWC (West),8,5,.615,6,2,.750,29.8,31.7,-4.68,-4.14,,,,
2013,Nevada-Las Vegas,MWC (West),7,6,.538,5,3,.625,29.9,31.8,-3.90,-3.52,,,,
2013,San Jose State,MWC (West),6,6,.500,5,3,.625,32.4,35.1,-3.28,-0.62,,,,
2013,Nevada,MWC (West),4,8,.333,3,5,.375,26.9,34.4,-3.60,0.57,,,,
2013,Hawaii,MWC (West),1,11,.083,0,8,.000,27.4,38.8,-11.13,0.04,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Stanford,Pac-12 (North),11,3,.786,7,2,.778,32.3,19.0,18.96,8.74,4,4,11,
2013,Oregon,Pac-12 (North),11,2,.846,7,2,.778,45.5,20.5,21.27,5.03,3,2,9,
2013,Washington,Pac-12 (North),9,4,.692,5,4,.556,37.9,22.8,15.12,6.58,,15,25,
2013,Oregon State,Pac-12 (North),7,6,.538,4,5,.444,34.8,31.4,8.11,4.72,25,25,,
2013,Washington State,Pac-12 (North),6,7,.462,4,5,.444,31.0,32.5,5.09,6.94,,,,
2013,California,Pac-12 (North),1,11,.083,0,9,.000,23.0,45.9,-8.58,9.34,,,,
2013,Arizona State,Pac-12 (South),10,4,.714,8,1,.889,39.7,26.6,17.50,9.21,,11,21,
2013,UCLA,Pac-12 (South),10,3,.769,6,3,.667,36.9,23.2,17.10,6.48,21,9,16,
2013,USC,Pac-12 (South),10,4,.714,6,3,.667,29.7,21.2,13.72,6.22,24,19,19,
2013,Arizona,Pac-12 (South),8,5,.615,4,5,.444,33.5,24.2,12.60,5.07,,,,
2013,Utah,Pac-12 (South),5,7,.417,2,7,.222,29.2,28.0,6.96,9.55,,,,
2013,Colorado,Pac-12 (South),4,8,.333,1,8,.111,25.4,38.3,-1.99,6.18,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Missouri,SEC (East),12,2,.857,7,1,.875,39.1,23.1,19.97,6.40,,5,5,
2013,South Carolina,SEC (East),11,2,.846,6,2,.750,34.1,20.3,16.06,6.29,6,4,4,
2013,Georgia,SEC (East),8,5,.615,5,3,.625,36.7,29.0,12.82,7.59,5,5,,
2013,Vanderbilt,SEC (East),9,4,.692,4,4,.500,30.1,24.6,8.01,2.47,,24,24,
2013,Florida,SEC (East),4,8,.333,3,5,.375,18.8,21.1,4.67,7.17,10,10,,
2013,Tennessee,SEC (East),5,7,.417,2,6,.250,23.8,29.0,4.29,8.37,,,,
2013,Kentucky,SEC (East),2,10,.167,0,8,.000,20.5,31.2,-3.51,5.41,,,,
2013,Auburn,SEC (West),12,2,.857,7,1,.875,39.5,24.7,18.80,7.88,,2,2,
2013,Alabama,SEC (West),11,2,.846,7,1,.875,38.2,13.9,20.06,3.76,1,1,7,
2013,LSU,SEC (West),10,3,.769,5,3,.625,35.8,22.0,14.59,4.28,12,6,14,record adjusted to 0-3-0 by NCAA
2013,Texas A&M,SEC (West),9,4,.692,4,4,.500,44.2,32.2,13.38,5.07,7,6,18,
2013,Ole Miss,SEC (West),8,5,.615,3,5,.375,30.0,23.7,10.42,5.89,,21,,record adjusted to 1-5-0 by NCAA
2013,Mississippi State,SEC (West),7,6,.538,3,5,.375,27.7,23.0,7.72,6.95,,,,
2013,Arkansas,SEC (West),3,9,.250,0,8,.000,20.7,30.8,-1.32,5.18,,,,
2013,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2013,Louisiana,Sun Belt,9,4,.692,5,2,.714,33.8,26.5,-2.01,-6.63,,,,record adjusted to 1-4-0 by NCAA
2013,Arkansas State,Sun Belt,8,5,.615,5,2,.714,29.2,26.2,-1.86,-3.71,,,,
2013,Western Kentucky,Sun Belt,8,4,.667,4,3,.571,30.8,24.6,-0.52,-5.94,,,,
2013,Louisiana-Monroe,Sun Belt,6,6,.500,4,3,.571,22.3,30.2,-6.81,-2.56,,,,
2013,South Alabama,Sun Belt,6,6,.500,4,3,.571,29.4,25.2,-2.44,-5.52,,,,
2013,Troy,Sun Belt,6,6,.500,4,3,.571,34.1,35.9,-5.33,-4.08,,,,
2013,Texas State,Sun Belt,6,6,.500,2,5,.286,23.9,27.3,-10.53,-8.20,,,,
2013,Georgia State,Sun Belt,0,12,.000,0,7,.000,18.8,36.7,-20.20,-4.78,,,,
2014,Florida State,ACC (Atlantic),13,1,.929,8,0,1.000,33.7,25.6,14.48,5.13,1,1,5,
2014,Clemson,ACC (Atlantic),10,3,.769,6,2,.750,30.8,16.7,11.63,2.86,16,15,15,
2014,Louisville,ACC (Atlantic),9,4,.692,5,3,.625,31.2,21.8,10.52,3.22,,20,24,
2014,Boston College,ACC (Atlantic),7,6,.538,4,4,.500,26.2,21.3,6.04,2.35,,,,
2014,North Carolina State,ACC (Atlantic),8,5,.615,3,5,.375,30.2,27.0,4.17,1.25,,,,
2014,Syracuse,ACC (Atlantic),3,9,.250,1,7,.125,17.1,24.3,-4.84,3.00,,,,
2014,Wake Forest,ACC (Atlantic),3,9,.250,1,7,.125,14.8,26.4,-7.64,1.61,,,,
2014,Georgia Tech,ACC (Coastal),11,3,.786,6,2,.750,37.9,25.7,15.92,4.78,,8,8,
2014,Duke,ACC (Coastal),9,4,.692,5,3,.625,32.4,21.8,6.64,-0.82,,19,,
2014,North Carolina,ACC (Coastal),6,7,.462,4,4,.500,33.2,39.0,0.14,4.29,23,21,,
2014,Pitt,ACC (Coastal),6,7,.462,4,4,.500,31.8,26.3,2.74,0.97,,,,
2014,Virginia Tech,ACC (Coastal),7,6,.538,3,5,.375,24.1,20.2,6.71,3.32,,17,,
